start,end,amount,charging_hours,mean_power
2019-05-01 14:10:00,2019-05-01 15:23:00,3.597783333,1.2166666666666666,2.9570821915068497
2019-05-02 12:16:00,2019-05-02 14:28:00,6.98225,2.2,3.1737499999999996
2019-05-04 13:40:00,2019-05-04 16:09:00,7.8939,2.4833333333333334,3.178751677852349
2019-05-05 18:33:00,2019-05-05 21:02:00,7.947283333,2.4833333333333334,3.200248322013423
2019-05-06 17:43:00,2019-05-06 19:58:00,7.173166667,2.25,3.1880740742222224
2019-05-08 19:03:00,2019-05-08 21:21:00,7.341616667,2.3,3.1920072465217393
2019-05-09 14:06:00,2019-05-09 15:22:00,3.839433333,1.2666666666666666,3.0311315786842106
2019-05-10 13:40:00,2019-05-10 15:49:00,6.872033332999999,2.15,3.196294573488372
2019-05-11 14:48:00,2019-05-11 16:45:00,6.052733333,1.95,3.103965811794872
2019-05-13 16:20:00,2019-05-13 19:59:00,11.74705,3.65,3.2183698630136988
2019-05-14 12:08:00,2019-05-14 13:14:00,3.642833333,1.1,3.311666666363636
2019-05-14 14:57:00,2019-05-14 18:40:00,12.0921,3.716666666666667,3.2534798206278026
2019-05-15 19:07:00,2019-05-15 21:53:00,8.890333333,2.7666666666666666,3.2133734938554213
2019-05-16 14:08:00,2019-05-16 15:21:00,3.69315,1.2166666666666666,3.035465753424658
2019-05-17 18:13:00,2019-05-17 20:40:00,7.9259,2.45,3.235061224489796
2019-05-19 16:30:00,2019-05-19 20:23:00,12.4343,3.8833333333333333,3.2019656652360515
2019-05-20 15:39:00,2019-05-20 16:44:00,3.3206,1.0833333333333333,3.0651692307692313
2019-05-21 11:03:00,2019-05-21 13:35:00,8.477983333,2.533333333333333,3.3465723682894737
2019-05-21 16:04:00,2019-05-21 19:27:00,11.04758333,3.3833333333333333,3.2652955655172415
2019-05-21 23:15:00,2019-05-22 01:08:00,5.964233332999999,1.8833333333333333,3.1668495573451323
2019-05-22 19:34:00,2019-05-22 21:52:00,7.379066667000001,2.3,3.2082898552173917
2019-05-23 17:54:00,2019-05-23 20:07:00,7.134233332999999,2.216666666666667,3.2184511276691725
2019-05-24 22:04:00,2019-05-25 00:05:00,6.424366667,2.0166666666666666,3.185636363801653
2019-05-25 18:01:00,2019-05-25 20:05:00,6.611483333,2.066666666666667,3.199104838548387
2019-05-26 21:04:00,2019-05-26 23:25:00,7.603183333,2.35,3.2353971629787233
2019-05-28 12:38:00,2019-05-28 14:35:00,6.235983332999999,1.95,3.1979401707692303
2019-05-29 19:43:00,2019-05-29 21:56:00,7.09605,2.216666666666667,3.2012255639097744
2019-05-30 15:51:00,2019-05-30 16:57:00,3.380933333,1.1,3.073575757272727
2019-05-31 15:32:00,2019-05-31 18:12:00,8.691583332999999,2.6666666666666665,3.2593437498749998
2019-06-01 22:10:00,2019-06-02 00:03:00,5.9703166670000005,1.8833333333333333,3.1700796461946905
2019-06-02 15:12:00,2019-06-02 17:13:00,6.402533332999999,2.0166666666666666,3.1748099171900823
2019-06-03 16:19:00,2019-06-03 17:45:00,4.4450333330000005,1.4333333333333333,3.10118604627907
2019-06-04 19:48:00,2019-06-04 21:41:00,5.950683333,1.8833333333333333,3.159654867079646
2019-06-05 18:06:00,2019-06-05 20:38:00,8.196233333,2.533333333333333,3.235355263026316
2019-06-06 04:28:00,2019-06-06 07:10:00,8.78055,2.7,3.2520555555555553
2019-06-08 21:38:00,2019-06-09 00:02:00,7.722,2.4,3.2175000000000002
2019-06-09 20:25:00,2019-06-09 22:18:00,5.977983332999999,1.8833333333333333,3.1741504423008844
2019-06-14 12:54:00,2019-06-14 15:49:00,9.496666667000001,2.9166666666666665,3.256000000114286
2019-06-15 13:51:00,2019-06-15 16:02:00,7.287933333,2.183333333333333,3.3379847326717558
2019-06-15 17:28:00,2019-06-15 20:25:00,9.663983333,2.95,3.2759265535593216
2019-06-16 16:29:00,2019-06-16 18:48:00,7.529183333,2.316666666666667,3.250007194100719
2019-06-18 16:40:00,2019-06-18 20:11:00,11.41028333,3.5166666666666666,3.244630330805687
2019-06-19 19:19:00,2019-06-19 21:35:00,7.4016333329999995,2.2666666666666666,3.2654264704411764
2019-06-20 18:59:00,2019-06-20 21:59:00,9.790266667000001,3.0,3.263422222333334
2019-06-21 21:05:00,2019-06-21 23:08:00,6.589066667000001,2.05,3.21417886195122
2019-06-22 17:18:00,2019-06-22 19:23:00,6.71155,2.0833333333333335,3.2215439999999997
2019-06-24 13:07:00,2019-06-24 15:19:00,7.08145,2.2,3.218840909090909
2019-06-25 12:47:00,2019-06-25 15:14:00,7.5819,2.45,3.0946530612244896
2019-06-26 13:06:00,2019-06-26 15:34:00,7.454816667,2.466666666666667,3.022222973108108
2019-06-26 19:33:00,2019-06-26 21:13:00,5.2509,1.6666666666666667,3.1505399999999995
2019-06-27 14:07:00,2019-06-27 16:17:00,7.015633332999999,2.1666666666666665,3.237984615230769
