start,end,amount,charging_hours,mean_power
2019-05-01 17:45:00,2019-05-01 18:44:00,4.6161,0.9833333333333333,4.694338983050848
2019-05-03 17:51:00,2019-05-03 19:46:00,11.35096667,1.9166666666666667,5.92224348
2019-05-04 15:38:00,2019-05-04 16:12:00,3.8166833330000003,0.5666666666666667,6.73532352882353
2019-05-04 22:50:00,2019-05-05 00:10:00,6.925816667,1.3333333333333333,5.1943625002500005
2019-05-05 16:13:00,2019-05-05 17:34:00,6.964633332999999,1.35,5.158987654074073
2019-05-06 16:35:00,2019-05-06 17:41:00,5.4911833329999995,1.1,4.991984848181818
2019-05-07 18:12:00,2019-05-07 19:22:00,5.70375,1.1666666666666667,4.888928571428571
2019-05-08 04:56:00,2019-05-08 07:44:00,1.6806166669999998,2.8,0.6002202382142857
2019-05-08 20:01:00,2019-05-08 21:44:00,9.790066667,1.7166666666666666,5.702951456504855
2019-05-09 21:34:00,2019-05-09 22:44:00,5.748616667,1.1666666666666667,4.927385714571429
2019-05-11 11:02:00,2019-05-11 12:52:00,10.5115,1.8333333333333333,5.733545454545455
2019-05-11 15:44:00,2019-05-11 16:39:00,4.433966667,0.9166666666666666,4.837054545818182
2019-05-12 11:48:00,2019-05-12 12:43:00,4.038616666999999,0.9166666666666666,4.405763636727272
2019-05-13 06:53:00,2019-05-13 07:45:00,1.470766667,0.8666666666666667,1.6970384619230767
2019-05-13 20:53:00,2019-05-13 22:12:00,6.561916667,1.3166666666666667,4.983734177468355
2019-05-14 17:18:00,2019-05-14 18:53:00,8.682383332999999,1.5833333333333333,5.483610526105263
2019-05-15 17:26:00,2019-05-15 18:26:00,4.729633333,1.0,4.729633333
2019-05-16 18:25:00,2019-05-16 19:46:00,6.848733332999999,1.35,5.073135802222222
2019-05-18 16:20:00,2019-05-18 17:16:00,4.227516667,0.9333333333333333,4.5294821432142855
2019-05-19 16:31:00,2019-05-19 17:31:00,4.9687,1.0,4.9687
2019-05-20 17:30:00,2019-05-20 18:36:00,5.416533332999999,1.1,4.924121211818181
2019-05-21 17:23:00,2019-05-21 18:33:00,5.85565,1.1666666666666667,5.0191285714285705
2019-05-22 17:05:00,2019-05-22 18:16:00,5.909783332999999,1.1833333333333333,4.9941830983098585
2019-05-27 20:26:00,2019-05-27 21:37:00,5.986583333,1.1833333333333333,5.059084506760563
2019-05-28 17:21:00,2019-05-28 18:29:00,5.4822,1.1333333333333333,4.837235294117647
2019-05-29 17:59:00,2019-05-29 19:13:00,6.34085,1.2333333333333334,5.141229729729729
2019-05-30 18:51:00,2019-05-30 20:04:00,6.029,1.2166666666666666,4.955342465753425
2019-05-31 19:02:00,2019-05-31 19:53:00,4.109316667,0.85,4.834490196470588
2019-06-01 13:56:00,2019-06-01 14:54:00,4.633733333,0.9666666666666667,4.7935172410344835
2019-06-09 17:02:00,2019-06-09 17:47:00,3.27805,0.75,4.370733333333333
2019-06-11 18:06:00,2019-06-11 19:18:00,5.95265,1.2,4.960541666666667
2019-06-12 17:56:00,2019-06-12 19:00:00,5.086066667,1.0666666666666667,4.7681875003125
2019-06-13 17:47:00,2019-06-13 18:24:00,3.726783333,0.6166666666666667,6.043432431891892
2019-06-13 19:21:00,2019-06-13 20:07:00,3.320916667,0.7666666666666667,4.3316304352173916
2019-06-14 17:50:00,2019-06-14 18:58:00,5.478166667000001,1.1333333333333333,4.833676470882354
2019-06-15 14:05:00,2019-06-15 14:59:00,3.991583333,0.9,4.435092592222222
2019-06-15 20:18:00,2019-06-15 21:15:00,4.626,0.95,4.869473684210527
2019-06-16 13:06:00,2019-06-16 13:39:00,2.039366667,0.55,3.707939394545454
2019-06-16 16:17:00,2019-06-16 17:24:00,5.301833333,1.1166666666666667,4.7479104474626865
2019-06-18 17:51:00,2019-06-18 19:18:00,7.843983333,1.45,5.409643677931035
